42:2,6,5,5,8,5,6,2,4,3,4,6,6,1,8,1,1,2,1,2,2,6,7,9,9,9,1,3,4,5
43:7,6,3,7,2,1,9,3,6,2,3,3,7,5,1,7,9,4,6,8,8,5,8,4,8,1,1,1,3,9
44:8,3,1,1,4,5,6,5,3,1,8,6,8,1,3,3,9,8,6,4,9,8,3,4,7,5,8,2,9,2
45:3,5,9,9,8,2,6,1,1,7,5,4,6,9,6,8,1,3,2,3,7,2,9,7,6,5,7,5,6,8
46:6,2,9,1,1,4,9,7,3,4,8,5,2,1,6,9,9,9,4,9,4,9,7,7,9,4,1,2,4,5
47:7,6,3,6,5,8,4,4,1,7,1,6,4,2,2,6,3,3,1,1,4,4,6,8,5,5,5,8,1,4
48:8,3,8,1,2,8,2,9,4,7,9,5,4,2,3,6,5,2,2,9,1,4,5,5,1,7,4,3,5,4
49:7,3,1,6,8,6,4,5,4,5,3,7,6,2,6,8,3,4,8,7,9,2,4,8,2,2,7,3,2,4
50:7,9,4,8,8,9,6,7,6,1,9,9,7,1,8,1,7,3,3,4,3,6,1,3,4,2,5,4,6,7
51:2,6,5,5,8,5,6,2,4,3,4,6,6,1,8,1,1,2,1,2,2,6,7,9,9,9,1,3,4,9
52:6,7,6,6,2,1,2,7,8,3,9,5,9,8,3,9,1,1,6,3,5,3,3,5,3,8,1,5,1,8
53:9,5,1,3,4,4,3,7,5,8,6,8,1,3,5,1,5,6,7,9,4,8,9,9,3,6,5,5,1,9
54:2,9,5,7,9,7,1,8,4,5,9,9,5,4,1,9,2,2,7,9,8,5,3,5,1,4,8,2,8,5
55:6,8,3,3,4,8,9,9,2,6,9,6,9,9,8,3,4,7,9,1,8,3,4,2,6,9,7,9,4,1
56:9,7,9,6,6,5,3,2,6,3,3,1,5,9,8,6,1,2,7,8,8,6,9,1,3,9,4,2,7,3
57:6,5,7,7,2,9,6,4,8,2,9,8,8,5,9,9,4,5,6,8,6,7,5,1,9,2,4,6,9,7
58:4,7,2,3,9,1,7,9,3,7,5,3,9,7,3,9,3,7,5,3,4,7,5,4,3,9,4,7,3,1
59:3,8,2,8,8,7,7,6,2,3,4,7,5,3,2,9,9,2,9,7,1,7,2,2,5,1,9,2,6,7
60:9,2,2,8,2,1,7,7,1,6,6,1,4,2,3,6,2,2,8,6,7,8,8,2,9,5,3,9,7,8
61:1,6,8,6,2,8,8,5,5,9,9,1,6,6,2,8,2,1,3,3,4,7,6,5,6,7,2,5,5,7
62:2,1,2,6,1,3,2,4,3,1,6,4,5,3,9,5,8,2,2,3,8,8,1,6,1,6,2,2,8,9
63:9,9,4,1,1,5,1,4,2,7,4,8,3,4,7,7,1,4,2,6,4,4,4,9,9,4,5,5,3,9
64:4,3,9,5,8,3,4,3,2,8,5,6,7,2,9,8,1,3,6,2,2,4,9,4,4,8,2,1,3,3
65:4,2,4,6,3,3,8,9,2,1,6,1,2,6,7,6,2,7,9,4,5,9,4,9,3,9,3,1,3,8
66:6,9,3,6,7,4,4,5,2,9,2,2,2,9,4,7,4,9,9,2,9,3,8,1,8,9,2,1,7,3
67:2,4,4,1,4,7,5,1,4,1,7,6,7,1,8,8,9,1,9,8,4,5,4,8,9,6,3,6,4,8
68:5,4,3,5,6,5,7,1,1,8,8,8,3,3,5,2,2,4,1,6,9,4,9,2,5,8,7,2,8,1
69:9,7,9,6,6,5,3,2,6,3,3,1,5,9,8,6,1,2,7,8,8,6,9,1,3,9,4,2,7,9
70:4,2,7,8,9,4,2,4,2,8,7,9,5,8,1,6,3,7,8,9,2,4,9,3,3,6,1,3,7,5
71:9,8,8,3,8,8,4,6,8,3,5,1,5,5,4,9,9,9,7,5,1,8,4,8,6,5,4,6,8,9
72:5,6,2,2,8,9,9,2,7,4,2,7,5,7,2,7,2,5,5,4,4,8,2,8,4,3,4,3,4,9
73:2,8,1,5,6,8,2,8,5,7,2,4,7,7,4,3,6,4,9,8,6,3,8,3,8,7,6,5,3,7
74:7,6,2,3,4,2,6,4,3,1,3,6,6,2,1,5,7,5,4,6,7,9,7,3,6,1,2,9,5,8
75:7,6,1,4,5,4,9,2,5,9,9,3,2,1,9,3,3,5,4,9,8,4,1,8,8,5,4,8,9,4
76:8,5,6,2,6,6,2,2,2,6,9,1,1,5,5,7,6,4,7,6,2,9,1,7,5,3,6,9,3,8
77:8,4,9,5,1,2,9,2,4,5,5,8,2,8,3,5,4,7,6,9,2,4,2,5,1,9,1,7,6,2
78:2,5,8,5,5,4,2,1,7,1,1,7,8,2,4,7,9,4,9,9,6,7,5,9,6,4,8,7,7,4
79:8,4,8,3,8,1,6,5,6,8,8,9,9,8,5,9,2,6,5,7,5,1,2,2,2,5,1,8,5,1
80:6,8,8,2,3,1,3,5,5,1,1,8,1,3,7,5,6,1,2,6,6,9,8,5,8,7,7,5,3,6
81:5,8,4,7,2,6,7,7,9,8,8,1,2,1,6,6,2,8,7,2,7,2,9,1,1,1,9,6,3,7
82:5,5,5,9,4,7,2,8,9,4,2,6,7,2,3,9,6,6,7,3,1,5,3,6,5,2,9,3,2,2
83:6,5,8,1,6,2,4,8,7,6,8,4,9,5,3,6,1,9,1,9,3,3,8,8,6,6,9,5,2,9
84:4,3,1,9,2,6,8,7,8,3,8,8,8,6,1,2,8,9,1,6,3,3,2,1,7,8,6,2,1,3
85:8,6,2,7,2,5,3,3,9,9,8,4,3,2,4,9,1,7,3,7,4,9,6,5,5,4,4,5,6,8
86:7,8,6,5,1,9,6,7,1,4,9,3,5,9,9,5,1,6,1,6,9,7,3,2,5,1,8,8,9,2
87:3,9,7,9,8,8,3,2,4,2,1,4,4,3,9,9,5,3,8,8,7,6,7,2,8,4,8,2,2,2
88:8,9,4,8,4,5,8,2,3,2,6,3,8,4,2,9,8,9,4,9,6,3,2,4,3,8,1,5,6,9
89:4,7,5,1,9,9,7,9,3,4,5,6,7,1,2,9,2,6,8,9,6,1,4,2,9,4,7,3,2,2
90:8,2,5,8,6,2,1,4,8,3,2,7,3,8,3,9,5,5,9,7,6,6,7,1,3,4,8,1,4,2
91:9,7,6,7,4,7,9,9,7,8,9,4,7,6,4,2,7,3,8,3,8,8,8,9,1,9,5,7,9,5
92:5,5,5,9,4,7,2,8,9,4,2,6,7,2,3,9,6,6,7,3,1,5,3,6,5,2,9,3,2,7
93:2,8,1,5,6,8,2,8,5,7,2,4,7,7,4,3,6,4,9,8,6,3,8,3,8,7,6,5,3,2
94:2,3,9,6,8,4,9,2,5,4,3,7,2,8,7,1,6,3,1,9,1,5,7,1,6,4,7,5,2,3
95:9,3,3,1,7,2,2,8,6,5,3,8,3,2,5,4,7,4,3,8,6,6,8,3,8,4,5,3,1,9
96:8,9,8,5,8,1,6,8,4,8,6,5,3,4,2,9,3,6,9,6,6,4,7,2,7,3,8,4,1,7
97:2,5,8,5,5,4,2,1,7,1,1,7,8,2,4,7,9,4,9,9,6,7,5,9,6,4,8,7,8,2
98:8,9,1,8,8,1,9,3,6,5,3,7,2,5,8,2,6,1,1,6,4,3,2,3,5,6,6,4,9,9
99:5,6,3,9,4,7,3,2,4,5,1,2,1,2,6,9,4,7,9,9,2,3,8,7,8,1,7,7,9,1
100:5,3,8,8,7,5,9,8,8,3,6,3,3,5,5,1,4,6,7,8,8,7,7,6,3,5,8,6,4,7
101:6,3,7,6,6,9,4,6,9,1,9,1,7,2,9,8,9,3,1,4,9,1,4,2,2,2,1,6,7,9
102:6,4,7,6,3,9,3,2,5,3,1,8,2,5,4,9,4,5,2,6,8,1,2,7,4,4,2,6,2,9
103:6,5,7,8,8,6,5,4,8,5,5,4,2,3,6,3,6,4,9,3,2,2,4,6,7,7,7,4,8,5
104:2,3,9,6,8,4,9,2,5,4,3,7,2,8,7,1,6,3,1,9,1,5,7,1,6,4,7,5,2,9
105:8,1,7,1,6,5,7,3,4,9,4,2,6,3,1,8,6,1,7,3,1,5,6,7,2,7,2,6,7,8
106:2,2,5,2,2,4,8,7,8,1,5,3,9,5,9,7,8,5,6,9,3,2,7,4,2,9,6,1,1,2
107:5,1,2,8,6,3,9,5,4,2,8,5,8,2,7,9,2,4,4,2,5,5,8,1,5,3,4,6,1,8
108:4,1,6,9,7,8,8,7,7,4,6,3,9,5,6,9,4,3,9,2,7,9,1,1,4,5,8,8,9,9
109:8,7,4,9,4,7,9,9,5,2,5,1,4,1,3,4,5,5,4,9,6,9,1,2,4,4,5,9,7,7
110:5,8,6,3,4,5,8,5,4,2,4,5,9,5,5,3,3,7,9,6,5,8,3,1,4,8,6,7,1,3
111:5,6,2,2,8,9,9,2,7,4,2,7,5,8,2,7,2,5,5,4,4,8,2,8,4,3,4,3,4,2
112:6,3,9,2,8,9,7,7,7,8,5,6,5,5,9,2,3,3,8,2,5,1,8,9,2,9,4,2,2,8
113:9,7,3,6,7,5,9,6,3,5,5,5,7,4,7,7,6,9,3,5,7,1,2,6,2,2,5,7,2,7
114:6,4,1,3,5,9,4,3,4,3,3,3,9,5,8,8,2,1,5,1,8,3,3,7,5,1,3,2,9,5
115:8,6,8,2,1,2,2,7,7,3,4,5,4,4,2,9,9,5,7,5,9,3,3,4,6,1,9,5,9,9
116:5,2,9,2,3,5,7,8,3,6,5,3,4,2,4,1,1,6,3,8,6,3,6,3,5,6,1,2,2,1
117:4,1,2,2,3,5,8,4,4,8,7,4,5,4,4,8,7,1,8,3,1,3,5,9,5,8,8,6,9,4
118:9,6,8,5,9,1,2,5,5,8,1,7,1,4,6,2,9,5,2,1,4,3,3,5,8,5,6,3,1,9
119:5,1,8,8,1,9,8,8,9,6,5,6,3,8,7,6,3,6,6,8,8,1,8,8,5,8,2,6,4,9
120:2,4,4,1,1,7,5,1,4,1,7,6,7,1,8,8,9,1,9,8,4,5,4,8,9,6,3,6,4,5
121:9,9,3,8,5,5,5,3,1,9,1,6,4,5,8,8,2,3,9,4,7,5,2,9,4,7,6,8,2,5
122:9,5,1,6,3,3,8,5,6,1,9,5,4,3,4,9,7,7,3,9,7,4,3,2,7,9,5,1,7,4
123:8,4,9,6,2,7,4,4,7,2,5,1,2,8,8,1,1,2,2,9,4,9,2,5,6,3,1,7,6,5
124:9,1,5,2,7,4,4,2,3,6,5,7,9,4,7,9,7,7,9,8,7,4,9,7,1,6,5,7,2,2
125:5,2,9,1,5,9,3,1,3,5,7,8,2,2,1,1,4,1,2,3,4,2,7,5,8,7,1,6,8,3
126:3,5,9,8,3,1,7,7,6,8,5,2,4,3,7,6,4,1,7,1,7,6,4,4,5,2,4,7,1,3
127:2,4,7,7,7,4,6,2,8,7,2,7,7,4,5,7,2,6,3,6,8,6,9,4,8,2,9,6,6,2
128:9,7,3,6,7,5,9,6,3,5,5,5,7,4,7,7,6,9,3,5,7,1,2,6,2,2,5,7,2,8
129:6,2,6,6,3,1,5,5,3,6,7,9,6,6,2,5,4,2,3,8,5,6,3,1,1,3,3,4,2,9
130:7,5,9,7,3,4,7,4,5,6,6,2,1,5,4,9,9,6,1,2,1,4,9,2,2,7,2,2,8,3
131:8,1,3,8,8,6,8,6,2,2,8,4,4,2,6,5,8,7,7,2,4,5,4,6,9,2,7,5,9,4
132:7,3,2,7,4,7,9,5,6,9,9,7,3,9,4,7,8,9,9,8,2,4,9,1,7,9,3,5,4,2
133:8,5,3,3,6,9,9,2,1,8,5,9,5,1,7,9,5,4,4,9,6,9,9,6,5,8,3,4,3,9
134:6,7,6,6,2,1,2,7,8,3,9,5,9,8,3,9,1,1,6,3,5,3,3,5,3,8,1,5,1,1
135:2,2,1,3,2,9,9,7,8,9,6,6,2,7,7,2,5,9,8,9,2,8,4,7,2,8,8,5,2,8
136:6,9,3,4,6,6,2,4,7,1,1,6,7,4,9,8,5,8,8,7,3,7,8,1,2,8,9,2,5,9
137:6,6,3,8,5,6,6,9,5,8,4,1,9,7,4,2,7,1,1,4,5,8,6,4,1,3,5,7,4,4
138:7,6,1,4,5,4,9,2,5,9,9,9,2,1,9,3,3,5,4,9,8,4,1,8,8,5,4,8,9,4
139:8,7,4,9,4,7,9,9,5,2,1,1,4,1,3,4,5,5,4,9,6,9,1,2,4,4,5,9,7,7
140:8,8,9,5,5,6,7,3,9,9,6,9,6,7,2,7,5,9,1,2,2,1,1,4,2,2,3,5,8,5
141:3,6,2,4,6,4,6,1,3,6,6,4,9,6,8,6,1,5,2,8,6,6,2,5,1,6,8,1,7,2
142:4,5,9,3,5,2,6,3,4,7,2,3,4,4,1,3,3,6,9,1,7,1,6,8,7,8,9,3,1,2
143:9,6,1,5,4,4,8,9,1,6,3,4,1,3,1,3,5,9,9,2,2,1,9,7,5,2,1,7,8,4
144:8,3,1,9,1,7,3,8,5,7,4,1,8,8,7,1,3,3,6,4,3,8,2,2,9,6,6,9,1,7
145:1,8,6,3,8,5,8,9,7,8,8,4,5,7,6,2,5,8,4,3,2,6,9,8,3,4,4,1,4,8
146:4,8,3,8,2,3,6,7,3,6,2,5,8,4,2,5,8,2,2,2,8,7,9,5,2,4,4,8,4,8
147:3,8,9,1,5,9,9,3,9,3,4,3,8,8,5,5,8,9,4,2,1,4,9,8,7,1,9,9,5,3
148:8,6,8,2,3,2,2,7,7,3,4,5,4,4,2,9,9,5,7,5,9,3,3,4,6,1,9,5,9,9
149:6,6,9,5,6,4,5,5,2,4,9,9,7,7,4,9,8,4,7,9,8,6,5,5,5,2,3,6,5,8
150:3,8,3,7,7,6,5,2,3,2,7,6,7,9,9,6,2,4,7,1,4,9,1,1,1,5,2,9,1,1
151:9,2,1,8,8,2,5,4,5,3,5,3,9,9,1,1,4,7,4,1,8,9,6,6,8,1,4,8,5,5
152:8,6,8,5,8,1,6,8,4,8,6,5,3,4,2,9,3,6,9,6,6,4,7,2,7,3,8,4,1,4
153:5,1,8,8,1,9,8,8,9,6,5,6,3,8,7,6,3,6,6,8,8,1,4,8,5,8,2,6,4,4
154:3,6,9,6,2,9,1,8,8,6,7,9,9,7,9,1,8,9,4,8,1,2,2,9,3,5,1,7,6,6
155:5,9,9,5,7,4,3,4,3,1,5,9,4,3,5,3,8,2,4,3,8,6,1,6,7,9,2,5,5,3
156:3,7,2,6,3,8,5,1,9,9,9,2,8,7,5,3,3,2,2,9,1,3,6,9,8,1,8,8,6,5
157:6,1,9,7,6,2,3,6,4,5,4,5,2,4,5,4,3,7,7,1,4,5,3,6,9,7,9,6,7,1
158:4,8,3,3,1,8,2,8,4,1,5,4,2,1,2,1,3,5,1,9,8,8,7,8,1,6,8,2,5,6
159:3,6,7,7,6,4,2,6,1,5,9,7,6,5,4,5,1,9,9,7,1,5,9,2,8,4,3,6,8,2
160:2,1,2,7,7,7,7,7,1,1,2,3,2,2,5,2,9,4,3,7,7,9,8,2,4,2,2,1,7,2
161:4,4,5,7,6,5,8,4,6,5,6,6,4,8,6,7,7,3,6,5,5,3,4,2,2,3,1,2,3,4
162:8,7,4,9,4,7,9,9,5,2,1,1,4,1,3,4,5,5,4,9,6,9,1,2,4,4,5,9,7,7
163:8,3,1,1,4,5,6,5,3,1,8,7,8,1,3,3,9,8,6,4,9,8,3,4,7,5,8,2,9,5
164:7,8,6,5,1,9,6,7,1,4,9,3,5,9,9,5,1,6,1,6,9,7,3,2,4,1,8,8,9,2
165:7,1,3,4,9,6,3,9,4,9,7,9,5,3,8,1,2,8,1,8,2,6,3,9,5,1,8,6,4,1
166:4,4,3,1,7,9,7,6,1,4,6,3,4,9,7,5,7,8,3,8,5,4,1,3,2,7,5,7,5,6
167:5,5,5,9,4,7,2,8,9,6,2,6,7,2,3,9,6,6,7,3,1,5,3,6,5,2,9,3,2,7
168:4,8,3,8,2,3,6,7,3,6,2,5,8,4,2,5,8,2,2,2,8,7,9,5,2,4,4,8,4,9
169:4,3,1,9,2,6,8,7,8,3,8,8,8,6,1,2,8,9,1,6,3,3,2,1,7,8,6,2,1,8
170:6,6,3,8,5,6,6,9,5,8,4,1,9,7,4,2,7,1,1,4,5,8,6,4,1,9,5,7,4,4
171:6,4,1,3,5,9,4,3,4,3,3,3,9,5,8,8,2,1,5,1,8,3,6,7,5,1,3,2,9,5
172:9,9,4,1,1,5,1,4,2,7,4,8,3,4,7,7,1,4,2,6,4,4,4,9,9,4,5,5,3,9
173:4,5,9,3,5,2,6,3,4,7,2,3,4,4,1,3,3,6,9,1,7,1,6,8,7,8,9,3,1,2
174:2,4,4,1,4,7,5,1,4,1,7,6,7,1,8,8,9,1,9,8,4,5,4,8,9,6,3,6,4,5
175:4,5,2,2,3,7,8,4,7,4,3,6,5,5,2,7,9,7,5,9,5,6,5,6,9,5,5,6,8,9
176:5,2,9,2,3,5,7,8,3,6,5,3,4,2,4,1,1,6,3,8,6,3,6,3,5,6,1,2,5,1
177:6,2,5,6,7,7,4,1,6,9,3,4,2,7,9,3,1,9,2,2,7,7,9,6,8,1,2,3,9,7
178:8,1,4,8,7,3,9,3,3,4,8,6,5,7,5,9,7,3,5,3,5,8,7,2,8,5,2,3,9,7
179:3,5,9,9,8,2,6,1,1,7,5,4,6,9,6,8,1,3,2,3,7,2,9,7,6,5,7,5,6,5
180:6,5,8,1,6,2,4,8,7,6,8,4,9,5,3,6,1,9,1,9,3,3,8,8,6,6,9,5,2,4
181:8,1,4,8,7,3,9,3,9,4,8,6,5,7,5,9,7,3,5,3,5,8,7,2,8,5,2,3,9,7
182:1,5,9,5,9,4,8,7,8,6,8,6,2,7,3,7,8,7,1,5,9,4,3,3,6,5,3,1,4,8
183:1,4,6,3,5,2,7,7,1,2,5,5,1,4,2,1,4,3,9,7,8,4,6,3,5,1,7,4,2,9
184:1,4,3,5,4,9,1,4,2,6,3,6,6,3,3,7,1,6,1,5,1,7,5,4,9,5,3,8,9,8
185:1,4,4,3,9,7,6,8,7,3,4,8,5,3,4,5,4,9,8,4,5,8,9,7,3,7,1,6,2,9
186:8,6,4,7,3,7,6,5,7,9,1,2,1,5,5,3,7,2,6,6,7,3,8,8,1,8,3,9,6,1
187:9,1,6,2,8,3,5,3,8,5,9,8,2,6,3,4,2,3,1,7,1,5,7,1,7,9,4,3,1,3
188:3,2,6,8,7,2,4,1,5,3,5,4,4,6,7,7,5,1,1,3,3,3,6,1,7,5,5,2,9,7
189:9,4,6,8,9,9,2,8,8,6,2,8,5,1,4,6,6,3,7,5,5,2,8,9,7,6,3,9,9,6
190:3,6,9,6,2,9,1,8,8,6,7,9,9,7,9,1,8,9,4,8,1,2,2,9,3,5,1,7,6,6
191:5,2,6,3,9,5,6,7,8,6,2,1,7,1,7,5,8,6,6,9,2,8,7,6,1,8,2,2,8,1
192:2,3,2,5,2,3,8,5,1,2,4,5,8,2,3,7,7,2,2,1,6,1,3,4,7,8,3,8,7,7
193:5,9,4,5,4,2,1,2,5,9,9,3,9,8,5,2,8,7,3,9,3,4,8,7,8,1,2,8,7,4
194:3,6,6,8,9,8,4,5,8,5,9,5,9,8,5,8,4,5,8,6,1,8,6,9,8,4,2,8,8,9
195:6,6,3,8,5,6,6,9,5,8,4,1,9,7,4,2,7,1,1,4,5,8,6,4,1,3,5,7,4,2
196:6,9,5,2,1,7,6,6,6,1,2,8,9,6,7,3,2,1,4,3,5,5,6,4,4,6,8,9,4,9
197:3,6,4,7,2,9,2,9,6,2,6,9,2,2,3,6,6,4,6,8,6,9,8,4,2,5,7,1,7,1
198:3,5,9,8,3,1,7,4,6,8,5,2,4,3,7,6,4,1,7,1,7,6,4,4,5,2,4,7,1,3
199:6,4,1,3,5,9,4,3,4,3,3,3,9,5,8,8,2,1,5,1,8,3,3,7,5,1,3,2,9,5
200:7,3,9,2,4,2,1,4,7,4,5,7,7,2,8,7,7,5,8,3,6,3,3,4,3,4,4,5,5,3
201:8,1,3,2,2,4,9,5,5,6,7,2,6,9,3,5,6,1,3,1,8,3,4,3,9,2,1,4,1,4
202:4,9,6,7,3,1,2,7,8,7,3,1,1,9,6,4,3,2,6,7,6,4,3,9,8,8,9,7,5,3
203:9,6,8,5,9,1,2,5,6,8,1,7,1,4,6,2,9,5,2,1,4,3,3,5,8,5,6,3,1,5
204:8,6,2,4,5,1,7,4,2,7,9,8,1,4,3,4,5,2,8,6,5,5,4,2,4,9,4,8,3,2
205:8,7,6,4,2,1,5,3,6,2,8,4,4,5,1,7,2,2,6,4,1,7,9,2,3,8,8,7,1,6
206:7,9,4,4,6,4,3,8,1,3,5,3,8,6,6,7,2,2,8,3,4,7,6,8,3,9,9,5,3,6
207:6,4,4,2,2,2,5,5,2,7,1,3,9,5,1,3,3,6,5,1,7,4,1,7,3,7,7,4,6,8
208:6,9,1,1,7,8,7,4,5,5,4,4,8,9,5,8,2,5,9,9,4,7,3,5,1,1,8,6,3,6
209:1,6,3,8,3,4,7,3,8,7,3,7,3,2,5,1,4,3,9,9,1,9,9,2,4,6,4,2,4,2
210:3,5,9,8,3,1,7,7,6,8,5,2,4,3,7,6,4,1,7,1,7,6,4,4,5,2,4,7,1,5
211:8,3,1,1,4,5,6,5,3,1,8,7,8,1,3,3,9,8,6,4,9,8,3,4,7,5,8,2,9,2
212:9,9,2,2,3,3,5,9,2,8,2,1,6,5,2,9,8,5,4,1,2,6,2,3,3,1,1,3,8,4
213:1,2,5,9,6,4,1,9,8,7,7,7,7,9,1,3,8,8,1,4,8,6,8,1,9,7,2,6,7,1
214:3,6,7,7,6,4,2,6,1,5,9,7,4,5,4,5,1,9,9,7,1,5,9,2,8,4,3,6,8,2
215:8,4,9,6,2,7,4,4,7,2,5,1,4,8,8,1,1,2,2,9,4,9,2,5,6,3,1,7,6,5
216:6,2,6,3,3,1,5,5,3,6,7,9,6,6,2,5,4,2,3,8,5,6,3,1,1,3,3,4,2,9
217:9,6,1,5,4,4,8,9,1,6,3,4,1,3,1,3,5,9,9,2,2,1,9,7,5,2,1,7,8,8
218:4,2,4,4,6,9,3,8,9,4,8,5,2,1,1,3,1,6,6,9,2,9,5,6,8,1,5,7,5,2
219:8,8,8,3,9,9,6,7,5,6,1,8,8,3,1,6,7,9,6,2,5,6,3,7,2,6,4,2,7,4
220:3,1,9,9,9,2,6,6,5,4,3,2,4,6,1,3,5,2,9,6,3,8,8,9,4,4,8,5,6,2
221:4,9,1,6,9,8,5,2,9,6,9,1,7,4,8,3,5,9,8,5,3,8,7,4,5,5,2,7,9,7
222:8,9,1,8,8,1,9,3,6,5,3,7,2,5,8,2,6,1,1,6,4,3,2,3,5,6,6,4,9,4
223:5,2,1,9,2,1,6,2,4,2,2,4,7,3,9,1,8,3,5,4,1,2,7,6,4,3,2,6,9,8
224:9,9,1,9,2,7,6,7,8,2,1,3,4,4,5,7,4,1,8,2,9,3,6,8,9,6,5,7,4,3
225:5,2,9,2,3,5,7,8,3,6,5,3,4,2,4,1,1,6,3,8,6,3,6,3,5,6,1,2,5,3
